Cluster,Class,Count,Percentage of class (%)
532,3,2,0.05
532,7,1,0.18
533,2,25,0.48
534,2,1,0.02
534,4,1,0.1
534,7,23,4.19
535,1,2,0.01
535,2,2,0.04
535,3,52,1.37
535,4,7,0.72
535,6,4,0.65
535,7,5,0.91
536,2,12,0.23
536,4,4,0.41
537,1,14,0.08
538,2,33,0.63
539,2,4,0.08
539,3,2,0.05
539,4,7,0.72
539,9,1,0.49
540,1,19,0.1
540,2,1,0.02
540,5,1,0.14
540,6,1,0.16
541,1,2,0.01
541,2,2,0.04
541,3,19,0.5
541,4,3,0.31
541,6,3,0.49
541,7,18,3.28
542,1,36,0.19
543,1,63,0.34
544,1,7,0.04
544,2,2,0.04
544,3,7,0.18
545,2,1,0.02
545,3,34,0.89
545,5,5,0.71
546,2,58,1.11
546,3,8,0.21
546,4,1,0.1
546,5,1,0.14
547,3,32,0.84
547,6,1,0.16
548,1,38,0.2
548,2,3,0.06
548,3,173,4.55
548,4,3,0.31
548,7,12,2.19
549,2,65,1.24
549,6,1,0.16
550,1,1,0.01
550,2,23,0.44
551,2,33,0.63
551,5,1,0.14
552,1,29,0.16
553,3,39,1.03
554,1,1,0.01
554,2,23,0.44
554,3,2,0.05
555,2,40,0.76
556,2,21,0.4
556,3,6,0.16
556,4,1,0.1
556,6,1,0.16
556,7,1,0.18
557,2,80,1.53
558,2,48,0.92
559,1,37,0.2
560,3,8,0.21
560,4,1,0.1
560,7,2,0.36
561,2,2,0.04
561,3,2,0.05
561,7,10,1.82
562,5,10,1.43
563,2,1,0.02
563,4,1,0.1
563,5,46,6.57
563,6,1,0.16
564,2,23,0.44
565,2,15,0.29
566,2,12,0.23
567,2,12,0.23
567,4,1,0.1
568,2,27,0.52
569,2,36,0.69
570,1,1,0.01
570,3,22,0.58
571,4,16,1.65
571,6,1,0.16
571,9,1,0.49
572,3,33,0.87
572,4,3,0.31
573,2,16,0.31
574,1,16,0.09
575,1,22,0.12
576,1,25,0.13
577,2,26,0.5
578,2,70,1.34
579,2,18,0.34
580,1,11,0.06
581,1,26,0.14
582,1,27,0.15
582,3,1,0.03
583,1,27,0.15
584,2,9,0.17
584,4,1,0.1
584,6,2,0.33
585,1,35,0.19
586,1,13,0.07
587,1,15,0.08
588,1,34,0.18
589,2,38,0.73
589,3,31,0.82
589,4,7,0.72
589,6,8,1.31
589,9,2,0.99
590,2,20,0.38
591,2,45,0.86
591,7,1,0.18
592,1,21,0.11
593,2,11,0.21
594,1,16,0.09
595,2,5,0.1
595,3,1,0.03
595,4,70,7.2
595,6,60,9.79
595,9,78,38.42
596,2,3,0.06
596,4,3,0.31
596,6,43,7.01
596,9,6,2.96
597,1,10,0.05
597,4,1,0.1
598,2,15,0.29
599,1,39,0.21
600,1,14,0.08
601,3,77,2.03
601,4,1,0.1
601,5,2,0.29
601,7,56,10.2
602,3,16,0.42
603,3,30,0.79
604,1,26,0.14
604,4,4,0.41
604,5,2,0.29
605,2,13,0.25
606,2,63,1.2
606,7,1,0.18
607,1,12,0.06
607,2,1,0.02
607,3,1,0.03
608,1,2,0.01
608,2,16,0.31
609,1,14,0.08
610,1,1,0.01
610,2,32,0.61
611,4,27,2.78
612,1,16,0.09
613,1,35,0.19
614,1,10,0.05
615,2,16,0.31
616,1,3,0.02
616,2,26,0.5
616,6,1,0.16
617,1,28,0.15
617,2,11,0.21
618,2,22,0.42
619,1,8,0.04
619,2,36,0.69
619,3,1,0.03
619,6,1,0.16
620,2,44,0.84
621,2,29,0.55
622,2,22,0.42
623,1,13,0.07
624,3,13,0.34
624,4,1,0.1
625,1,19,0.1
626,1,40,0.22
626,2,1,0.02
627,1,18,0.1
628,3,24,0.63
628,6,1,0.16
629,3,21,0.55
630,3,30,0.79
630,4,3,0.31
630,5,3,0.43
630,7,14,2.55
631,1,1,0.01
631,2,9,0.17
631,3,3,0.08
631,4,7,0.72
631,6,1,0.16
632,2,3,0.06
632,4,11,1.13
632,8,23,8.95
632,9,2,0.99
633,1,20,0.11
634,1,37,0.2
635,1,12,0.06
636,1,45,0.24
636,2,1,0.02
636,7,1,0.18
637,1,69,0.37
638,1,24,0.13
639,1,14,0.08
640,5,16,2.29
641,1,1,0.01
641,3,1,0.03
641,5,78,11.14
642,1,81,0.44
643,1,27,0.15
644,1,35,0.19
645,1,22,0.12
646,1,16,0.09
647,1,20,0.11
